2014,10,r,-.65
2014,10,r,-13.99
2014,10,r,-4.35
2014,10,r,-9.58G
2014,10,r,-9.99
2014,10,g,20.01
2014,10,f,1.35
2014,10,r,7.99
2014,10,f,5.75
2014,10,f,53.55
2014,10,f,49.76
2014,10,r,9.99
2014,10,f,3.92
2014,10,f,1.36
2014,10,r,7.61
2014,10,g,2.67
2014,10,r,90.26
2014,10,r,12.19
2014,10,g,6.00
2014,10,g,6.68
2014,10,r,21.76
2014,10,f,6.82
2014,10,f,4.10
2014,10,f,3.00
2014,10,g,3.12
2014,10,r,12.39
2014,10,g,24.06
2014,10,f,9.04
2014,10,g,33.99
2014,10,f,4.57
2014,10,f,5.03
2014,10,f,18.36
2014,10,g,23.76
2014,10,f,5.91
2014,10,f,4.36
2014,10,f,37.32
2014,10,g,15.01
2014,10,g,4.36
2014,10,f,6.34
2014,10,f,8.98
2014,10,f,11.50
2014,10,g,5.04
2014,10,f,7.23
2014,10,g,5.84
2014,10,f,3.92
2014,10,r,10.90
2014,10,f,47.98
2014,10,r,10.00
2014,10,r,3.49
2014,10,r,13.60
2014,10,h,480.00
2014,10,r,19.61
2014,10,r,1.79
2014,10,r,36.30
2014,10,r,4.99
2014,9,r,-21.67
2014,9,r,7.99
2014,9,f,5.75
2014,9,f,51.12
2014,9,r,35.00
2014,9,f,1.85
2014,9,g,1.71
2014,9,r,13.02
2014,9,f,8.98
2014,9,r,70.84
2014,9,f,6.01
2014,9,f,3.70
2014,9,g,27.81
2014,9,g,4.38
2014,9,g,7.25
2014,9,g,26.09
2014,9,f,8.71
2014,9,g,25.30
2014,9,g,15.00
2014,9,f,5.15
2014,9,f,70.95
2014,9,f,5.86
2014,9,f,3.10
2014,9,r,7.05
2014,9,f,1.55
2014,9,f,2.45
2014,9,f,7.82
2014,9,f,7.05
2014,9,f,8.98
2014,9,f,13.92
2014,9,r,10.00
2014,9,r,37.06
2014,9,f,5.72
2014,9,g,7.65
2014,9,f,13.06
2014,9,f,9.90
2014,9,f,2.45
2014,9,g,2.95
2014,9,r,10.00
2014,9,h,480.00
2014,9,r,156.11
2014,9,r,-16.30
2014,9,r,-54.35
2014,9,r,4.99
2014,9,r,28.86
2014,9,f,1.61
2014,9,f,4.80
2014,9,f,4.10
2014,9,r,15.95
2014,8,r,-10.82
2014,8,r,-32.50
2014,8,r,13.00
2014,8,r,7.99
2014,8,f,4.74
2014,8,f,7.60
2014,8,h,800.0
2014,8,g,36.73
2014,8,h,172.95
2014,8,r,16.01
2014,8,r,6.21
2014,8,r,93.60
2014,8,r,3.95
2014,8,f,6.94
2014,8,r,107.79
2014,8,r,43.35
2014,8,g,30.00
2014,8,f,54.71
2014,8,f,5.19
2014,8,r,15.90
2014,8,f,7.24
2014,8,f,5.75
2014,8,f,54.24
2014,8,f,9.84
2014,8,f,10.00
2014,8,r,41.32
2014,8,f,23.60
2014,8,f,14.80
2014,8,g,2.50
2014,8,f,6.24
2014,8,f,14.50
2014,8,f,7.50
2014,8,f,4.00
2014,8,r,13.99
2014,8,f,4.70
2014,8,f,6.06
2014,8,r,10.00
2014,8,f,7.61
2014,8,r,-18.53
2014,8,r,9.93
2014,8,r,4.99
2014,8,r,15.95
2014,7,r,-32.84
2014,7,f,11.50
2014,7,r,7.99
2014,7,f,15.63
2014,7,f,15.61
2014,7,r,14.04
2014,7,f,69.56
2014,7,r,12.98
2014,7,f,6.00
2014,7,r,13.47
2014,7,r,11.85
2014,7,r,23.91
2014,7,r,11.75
2014,7,r,58.25
2014,7,f,9.44
2014,7,g,30.19
2014,7,r,6.01
2014,7,f,2.37
2014,7,f,40.30
2014,7,h,700.00
2014,7,r,122.27
2014,7,r,20.98
2014,7,r,10.86
2014,7,g,38.31
2014,7,r,6.00
2014,7,g,30.00
2014,7,r,12.91
2014,7,f,8.25
2014,7,r,20.04
2014,7,r,26.38
2014,7,r,92.97
2014,7,r,15.79
2014,7,r,15.69
2014,7,r,3.00
2014,7,f,7.75
2014,7,r,78.93
2014,7,r,20.00
2014,7,f,5.15
2014,7,r,10.00
2014,7,r,6.31
2014,7,g,40.29
2014,7,f,4.40
2014,7,r,10.00
2014,7,r,29.87
2014,7,f,12.97
2014,7,r,14.99
2014,7,r,35.00
2014,7,r,-51.06
2014,7,r,40.34
2014,7,f,2.15
2014,7,f,3.74
2014,7,f,2.43
2014,7,r,53.77
2014,7,h,700.00
2014,7,h,393.50
2014,7,g,6.21
2014,7,g,2.12
2014,7,g,29.90
2014,7,g,6.00
2014,7,f,8.18
2014,7,f,2.18
2014,7,g,3.00
2014,7,f,4.49
2014,7,f,0.76
2014,7,f,3.12
2014,7,f,1.40
2014,7,f,6.58
2014,7,f,0.38
2014,7,f,0.92
2014,7,f,107.37
2014,7,r,38.87
2014,7,r,15.95
2014,7,f,1.25
2014,7,f,4.82
2014,7,f,1.74
2014,7,f,2.43
2014,7,h,570.35
2014,7,f,6.50
2014,7,f,2.81
2014,7,f,3.13
2014,7,f,7.15
2014,7,f,1.00
2014,7,f,2.93
2014,7,f,3.23
2014,7,f,6.13
2014,6,r,-99.61
2014,6,r,-10.81
2014,6,r,9.79
2014,6,r,156.23
2014,6,r,5.29
2014,6,f,46.40
2014,6,f,11.28
2014,6,f,5.50
2014,6,r,10.87
2014,6,h,143.90
2014,6,f,5.50
2014,6,f,4.47
2014,6,r,10.50
2014,6,f,1.75
2014,6,r,45.08
2014,6,f,3.25
2014,6,f,16.15
2014,6,h,143.90
2014,6,f,1.00
2014,6,f,123.54
2014,6,r,43.62
2014,6,r,11.00
2014,6,f,3.90
2014,6,g,41.43
2014,6,f,51.06
2014,6,r,25.00
2014,6,r,65.68
2014,6,h,503.65
2014,6,g,32.42
2014,6,r,7.99
2014,6,f,2.66
2014,6,r,114.81
2014,6,f,6.00
2014,6,r,22.57
2014,6,r,5.48
2014,6,r,6.46
2014,6,r,39.00
2014,6,r,12.49
2014,6,r,6.70
2014,6,f,9.27
2014,6,r,2.37
2014,6,r,24.90
2014,6,f,42.88
2014,6,f,2.12
2014,6,r,50.75
2014,6,f,10.73
2014,6,f,16.00
2014,6,r,17.50
2014,6,r,4.47
2014,6,g,43.09
2014,6,r,61.81
2014,6,r,192.28
2014,6,f,10.00
2014,6,g,2.50
2014,6,r,10.00
2014,6,f,7.62
2014,6,f,1.16
2014,6,f,5.77
2014,6,f,2.70
2014,6,h,503.65
2014,6,f,1.40
2014,6,r,10.00
2014,6,f,7.82
2014,6,f,174.88
2014,6,f,2.16
2014,6,f,1.52
2014,6,f,8.19
2014,6,f,2.15
2014,5,r,-6.54
2014,5,r,-17.45
2014,5,r,-52.29
2014,5,f,20.50
2014,5,f,7.08
2014,5,g,10.02
2014,5,f,3.82
2014,5,f,17.87
2014,5,f,8.71
2014,5,f,6.66
2014,5,f,8.15
2014,5,r,7.25
2014,5,r,126.10
2014,5,r,48.00
2014,5,f,17.28
2014,5,r,13.53
2014,5,f,7.01
2014,5,g,2.70
2014,5,g,42.25
2014,5,f,4.16
2014,5,r,15.98
2014,5,f,13.42
2014,5,f,2.06
2014,5,f,7.52
2014,5,f,19.59
2014,5,r,24.75
2014,5,f,22.40
2014,5,f,11.36
2014,5,f,6.84
2014,5,r,89.38
2014,5,f,6.06
2014,5,f,12.35
2014,5,r,45.36
2014,5,f,9.22
2014,5,r,34.65
2014,5,f,5.47
2014,5,f,11.92
2014,5,r,6.98
2014,5,f,14.08
2014,5,r,2.11
2014,5,r,3.60
2014,5,r,34.18
2014,5,f,6.49
2014,5,f,8.95
2014,5,f,7.96
2014,5,g,3.44
2014,5,f,1.07
2014,5,g,5.35
2014,5,r,5.40
2014,5,r,37.91
2014,5,g,7.44
2014,5,f,26.69
2014,5,r,30.99
2014,5,r,3.24
2014,5,f,5.09
2014,5,r,38.92
2014,5,r,52.61
2014,5,r,21.99
2014,5,f,5.32
2014,5,r,40.00
2014,5,g,2.76
2014,5,g,20.22
2014,5,f,17.76
2014,5,f,5.43
2014,5,g,4.62
2014,5,g,38.86
2014,5,f,3.70
2014,5,f,154.38
2014,5,h,398.00
